record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,N,P,K,ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall,avg_temp_c,temperature,humidity,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target,ndvi_seq_mean,ndvi_seq_std,ndvi_seq_slope
6487,MP042,33.18,85.4,FLD06487,9255,Turmeric,Spice,Kharif,Mountain,317.0,46.0,238.0,7.3,0.67,0.0,37,7.2,1920,1590,563,1119,1366.0,21.1,21.1,61.0,6.2,1.09,0.64,0.7,0.022,0.58,0.61,0.59,0.69,0.7,0.69,0.49,0.52,0.3,0.3,166,6.0,0.0,Turmeric,5279.0,0.0,Kharif,0.6433333333333333,0.050881125074912485,0.02628571428571422
6488,UP026,29.71,93.84,FLD06488,17441,Turmeric,Spice,Kharif,Mountain,193.0,42.0,232.0,7.4,0.87,5.0,29,10.4,2578,2353,1038,1461,2081.0,19.1,19.1,69.0,5.7,1.09,0.63,0.69,0.014,0.6,0.61,0.59,0.63,0.69,0.67,0.49,0.53,0.25,0.3,144,15.0,1.0,Turmeric,9134.0,0.0,Kharif,0.6316666666666666,0.03670452590924207,0.01800000000000002
6489,KA026,29.78,88.38,FLD06489,18909,Turmeric,Spice,Kharif,Plateau,215.0,45.0,211.0,6.7,0.91,3.0,27,11.8,693,603,251,373,531.0,28.8,28.8,71.0,6.3,1.09,0.64,0.7,0.022,0.59,0.58,0.6,0.68,0.69,0.7,0.51,0.48,0.29,0.28,162,8.0,0.0,Turmeric,11376.0,0.0,Kharif,0.64,0.05066228051190222,0.027428571428571382
6490,MP023,27.23,72.98,FLD06490,14537,Turmeric,Spice,Kharif,Humid,218.0,37.0,240.0,7.5,0.92,4.0,24,9.6,3001,2754,858,2050,2342.0,27.4,27.4,86.0,5.1,1.09,0.63,0.69,0.026,0.56,0.57,0.63,0.66,0.68,0.69,0.48,0.5,0.3,0.3,160,16.0,2.0,Turmeric,8911.0,0.0,Kharif,0.6316666666666667,0.0507991688470939,0.028857142857142856
6491,TN035,17.88,75.61,FLD06491,11318,Turmeric,Spice,Kharif,Humid,201.0,38.0,209.0,6.4,0.62,0.0,31,7.2,1279,1175,484,865,1070.0,25.8,25.8,83.0,5.0,1.09,0.63,0.67,0.014,0.6,0.59,0.62,0.64,0.67,0.67,0.52,0.51,0.31,0.26,148,7.0,2.0,Turmeric,6290.0,0.0,Kharif,0.6316666666666667,0.031313823713426586,0.01742857142857142
6492,RJ038,11.04,69.61,FLD06492,5410,Turmeric,Spice,Kharif,Coastal,206.0,35.0,208.0,6.4,0.87,3.0,38,11.4,1870,1455,454,989,1271.0,29.6,29.6,72.0,5.5,1.09,0.64,0.71,0.01,0.61,0.6,0.62,0.66,0.71,0.66,0.53,0.51,0.24,0.32,141,1.0,0.0,Turmeric,3249.0,0.0,Kharif,0.6433333333333334,0.03771236166328253,0.017714285714285738
6493,RJ045,8.9,69.05,FLD06493,12378,Turmeric,Spice,Kharif,Coastal,239.0,28.0,203.0,5.8,0.67,1.0,23,10.9,2342,1994,864,1365,1759.0,29.0,29.0,77.0,5.2,1.09,0.64,0.72,0.028,0.58,0.57,0.61,0.69,0.66,0.72,0.51,0.47,0.31,0.27,140,13.0,2.0,Turmeric,6687.0,0.0,Kharif,0.6383333333333333,0.055802230142610695,0.02999999999999998
6494,PB039,11.44,87.61,FLD06494,8083,Turmeric,Spice,Kharif,Sub-Humid,309.0,32.0,225.0,7.3,0.73,3.0,26,8.2,1110,874,385,654,808.0,30.0,30.0,76.0,6.2,1.09,0.64,0.71,0.024,0.56,0.59,0.61,0.66,0.71,0.68,0.47,0.5,0.28,0.34,149,14.0,1.0,Turmeric,4948.0,0.0,Kharif,0.635,0.05251983752196243,0.028857142857142838
6495,TN037,12.24,74.58,FLD06495,17472,Turmeric,Spice,Kharif,Arid,240.0,51.0,186.0,6.9,0.6,2.0,20,21.8,383,330,120,240,288.0,33.2,33.2,57.0,6.1,1.09,0.63,0.68,0.018,0.58,0.58,0.6,0.66,0.68,0.67,0.51,0.48,0.34,0.31,151,2.0,0.0,Turmeric,9680.0,0.0,Kharif,0.6283333333333333,0.0425897744639355,0.023142857142857156
6496,GJ042,15.48,72.97,FLD06496,5831,Turmeric,Spice,Kharif,Coastal,195.0,42.0,229.0,6.4,0.67,5.0,36,9.9,2413,2237,862,1496,1973.0,29.7,29.7,81.0,5.8,1.09,0.64,0.71,0.028,0.57,0.58,0.64,0.68,0.66,0.71,0.48,0.48,0.34,0.31,170,14.0,2.0,Turmeric,3629.0,0.0,Kharif,0.64,0.05066228051190223,0.028000000000000053
6497,HR018,13.11,76.43,FLD06497,6000,Turmeric,Spice,Kharif,Semi-Arid,212.0,35.0,172.0,6.2,0.83,5.0,29,17.1,820,643,197,458,568.0,28.9,28.9,60.0,6.0,1.09,0.63,0.69,0.02,0.59,0.57,0.61,0.64,0.67,0.69,0.49,0.48,0.32,0.26,170,4.0,0.0,Turmeric,3092.0,0.0,Kharif,0.6283333333333333,0.04258977446393547,0.023714285714285733
6498,KA022,34.85,88.24,FLD06498,6055,Turmeric,Spice,Kharif,Mountain,271.0,52.0,236.0,7.0,0.7,5.0,37,10.3,1109,1027,390,692,896.0,23.0,23.0,80.0,5.3,1.09,0.65,0.7,0.022,0.59,0.61,0.61,0.69,0.68,0.7,0.49,0.51,0.29,0.31,161,13.0,0.0,Turmeric,3996.0,0.0,Kharif,0.6466666666666666,0.04422166387140533,0.02400000000000001
6499,AP017,13.62,77.22,FLD06499,8187,Turmeric,Spice,Kharif,Humid,294.0,47.0,178.0,5.9,0.67,2.0,29,6.7,2921,2355,937,1793,2163.0,26.9,26.9,76.0,6.0,1.09,0.64,0.71,0.018,0.59,0.59,0.63,0.65,0.71,0.68,0.51,0.52,0.31,0.31,164,7.0,1.0,Turmeric,4972.0,0.0,Kharif,0.6416666666666667,0.044127340982912426,0.02371428571428571
6500,MH028,19.24,77.5,FLD06500,10424,Turmeric,Spice,Kharif,Coastal,239.0,47.0,188.0,6.6,0.74,0.0,25,10.0,944,735,297,462,686.0,30.3,30.3,80.0,6.4,1.09,0.65,0.71,0.02,0.61,0.61,0.6,0.67,0.68,0.71,0.51,0.52,0.28,0.3,145,6.0,1.0,Turmeric,6685.0,0.0,Kharif,0.6466666666666666,0.04189935029992179,0.022285714285714294
6501,AP034,22.49,86.1,FLD06501,17035,Turmeric,Spice,Kharif,Semi-Arid,297.0,28.0,225.0,6.5,0.75,4.0,29,12.8,773,729,300,468,641.0,29.3,29.3,68.0,5.2,1.09,0.64,0.68,0.012,0.6,0.59,0.64,0.64,0.68,0.66,0.49,0.5,0.29,0.29,166,14.0,0.0,Turmeric,10131.0,0.0,Kharif,0.6350000000000001,0.031490739379485336,0.016285714285714323
6502,UP047,33.63,77.51,FLD06502,14142,Turmeric,Spice,Kharif,Mountain,225.0,42.0,181.0,6.9,0.58,1.0,30,8.6,1278,963,344,642,875.0,20.2,20.2,72.0,5.6,1.09,0.65,0.71,0.02,0.6,0.58,0.64,0.66,0.71,0.7,0.49,0.5,0.25,0.29,170,14.0,2.0,Turmeric,7983.0,0.0,Kharif,0.6483333333333333,0.047755162606314676,0.02599999999999996
6503,PB043,30.29,81.73,FLD06503,12867,Turmeric,Spice,Kharif,Mountain,215.0,35.0,222.0,6.1,0.78,1.0,29,10.7,922,789,299,510,679.0,19.7,19.7,70.0,5.5,1.09,0.65,0.71,0.02,0.61,0.57,0.62,0.66,0.7,0.71,0.52,0.49,0.29,0.33,163,8.0,1.0,Turmeric,7424.0,0.0,Kharif,0.645,0.049916597106239795,0.026571428571428583
6504,RJ012,23.55,78.59,FLD06504,13852,Turmeric,Spice,Kharif,Semi-Arid,212.0,42.0,208.0,7.4,0.57,2.0,20,16.9,503,381,137,273,342.0,31.6,31.6,67.0,5.4,1.09,0.63,0.7,0.028,0.56,0.61,0.61,0.64,0.67,0.7,0.47,0.53,0.29,0.29,155,6.0,0.0,Turmeric,8054.0,0.0,Kharif,0.6316666666666667,0.04524623986832741,0.025999999999999978
6505,HR004,25.19,73.23,FLD06505,5595,Turmeric,Spice,Kharif,Arid,203.0,39.0,211.0,7.4,0.91,0.0,29,25.0,301,252,101,173,232.0,31.3,31.3,57.0,5.9,1.09,0.64,0.68,0.014,0.61,0.61,0.6,0.67,0.67,0.68,0.52,0.52,0.26,0.32,165,5.0,0.0,Turmeric,3781.0,0.0,Kharif,0.64,0.033665016461206954,0.01714285714285716
6506,GJ005,20.17,71.87,FLD06506,5465,Turmeric,Spice,Kharif,Plateau,263.0,46.0,189.0,7.5,0.56,4.0,27,11.3,710,670,234,519,591.0,26.3,26.3,66.0,5.4,1.09,0.65,0.71,0.024,0.58,0.62,0.63,0.64,0.71,0.7,0.5,0.51,0.3,0.25,156,16.0,1.0,Turmeric,3354.0,0.0,Kharif,0.6466666666666666,0.045338235029118136,0.02514285714285711
6507,MP049,10.09,74.76,FLD06507,9203,Turmeric,Spice,Kharif,Plateau,296.0,31.0,216.0,6.4,0.86,2.0,22,14.9,736,581,202,413,544.0,27.7,27.7,75.0,6.2,1.09,0.64,0.71,0.026,0.57,0.58,0.63,0.65,0.71,0.7,0.48,0.48,0.35,0.28,151,9.0,1.0,Turmeric,5600.0,0.0,Kharif,0.64,0.05354126134736337,0.030285714285714267
6508,UP008,18.93,88.82,FLD06508,6258,Turmeric,Spice,Kharif,Sub-Humid,312.0,30.0,189.0,7.6,0.6,1.0,31,11.1,994,922,358,707,803.0,27.2,27.2,68.0,6.1,1.09,0.64,0.71,0.016,0.61,0.59,0.59,0.65,0.71,0.69,0.53,0.48,0.33,0.32,168,11.0,0.0,Turmeric,3635.0,0.0,Kharif,0.64,0.04725815626252608,0.023428571428571413
6509,GJ006,18.9,71.19,FLD06509,17727,Turmeric,Spice,Kharif,Humid,237.0,49.0,239.0,6.4,0.94,2.0,22,9.1,3110,2744,1140,1873,2367.0,27.0,27.0,78.0,5.5,1.09,0.64,0.69,0.022,0.58,0.61,0.6,0.69,0.69,0.69,0.5,0.51,0.27,0.27,169,13.0,0.0,Turmeric,11007.0,0.0,Kharif,0.6433333333333333,0.04749268949591668,0.025142857142857137
6510,AP042,12.8,70.4,FLD06510,18803,Turmeric,Spice,Kharif,Humid,202.0,41.0,189.0,7.1,0.6,4.0,36,6.0,3143,2918,1248,2243,2607.0,27.5,27.5,77.0,4.9,1.09,0.64,0.69,0.012,0.6,0.61,0.62,0.69,0.66,0.66,0.5,0.52,0.27,0.27,145,9.0,0.0,Turmeric,10402.0,0.0,Kharif,0.64,0.03214550253664318,0.01485714285714286
6511,MH044,25.65,84.23,FLD06511,8458,Turmeric,Spice,Kharif,Mountain,292.0,29.0,211.0,7.8,0.71,3.0,33,14.4,2020,1702,706,1117,1606.0,25.3,25.3,74.0,5.5,1.09,0.63,0.71,0.026,0.58,0.57,0.62,0.65,0.67,0.71,0.49,0.47,0.26,0.27,155,5.0,1.0,Turmeric,4529.0,0.0,Kharif,0.6333333333333333,0.04921607686744468,0.02799999999999999
6512,GJ031,20.84,70.45,FLD06512,16402,Turmeric,Spice,Kharif,Sub-Humid,296.0,48.0,199.0,7.7,0.97,3.0,32,12.4,935,819,280,648,709.0,29.1,29.1,75.0,5.6,1.09,0.63,0.69,0.024,0.57,0.58,0.59,0.64,0.69,0.69,0.49,0.5,0.32,0.26,156,14.0,2.0,Turmeric,9441.0,0.0,Kharif,0.6266666666666666,0.049888765156985884,0.02799999999999999
6513,AP031,30.88,77.56,FLD06513,11145,Turmeric,Spice,Kharif,Mountain,305.0,48.0,224.0,7.0,0.74,5.0,35,14.9,1314,1105,454,707,1036.0,18.7,18.7,60.0,5.2,1.09,0.64,0.69,0.024,0.57,0.61,0.62,0.66,0.67,0.69,0.49,0.53,0.28,0.29,154,12.0,2.0,Turmeric,6588.0,0.0,Kharif,0.6366666666666666,0.04068851871911235,0.023428571428571434
6514,GJ001,11.33,72.89,FLD06514,19104,Turmeric,Spice,Kharif,Sub-Humid,295.0,40.0,219.0,7.1,0.73,0.0,25,10.5,933,739,272,526,675.0,27.9,27.9,70.0,5.1,1.09,0.64,0.68,0.012,0.62,0.62,0.59,0.68,0.67,0.68,0.54,0.54,0.3,0.31,152,4.0,1.0,Turmeric,10542.0,0.0,Kharif,0.6433333333333334,0.034960294939005085,0.01542857142857144
6515,PB040,24.89,81.33,FLD06515,11849,Turmeric,Spice,Kharif,Sub-Humid,263.0,36.0,215.0,6.7,0.81,2.0,37,8.0,983,853,298,663,737.0,29.5,29.5,71.0,6.1,1.09,0.64,0.7,0.02,0.58,0.59,0.61,0.69,0.7,0.68,0.48,0.51,0.28,0.32,141,14.0,0.0,Turmeric,6782.0,0.0,Kharif,0.6416666666666667,0.04946940693218611,0.02599999999999999
6516,MP019,12.96,84.5,FLD06516,15864,Turmeric,Spice,Kharif,Plateau,303.0,48.0,227.0,7.2,0.52,1.0,30,10.0,1253,1022,367,632,969.0,31.5,31.5,75.0,5.8,1.09,0.64,0.68,0.018,0.59,0.57,0.64,0.68,0.66,0.68,0.48,0.48,0.27,0.29,159,7.0,1.0,Turmeric,9799.0,0.0,Kharif,0.6366666666666667,0.04268749491621903,0.021714285714285676
6517,PB029,30.53,83.57,FLD06517,12450,Turmeric,Spice,Kharif,Mountain,232.0,47.0,181.0,7.6,0.94,2.0,29,11.2,2389,2185,942,1602,1880.0,19.7,19.7,60.0,5.8,1.09,0.64,0.69,0.016,0.61,0.59,0.59,0.68,0.67,0.69,0.53,0.49,0.31,0.3,156,9.0,0.0,Turmeric,7548.0,0.0,Kharif,0.6383333333333333,0.04258977446393547,0.020857142857142835
6518,KA020,13.73,73.43,FLD06518,7239,Turmeric,Spice,Kharif,Semi-Arid,245.0,30.0,202.0,7.0,0.9,3.0,24,13.1,742,678,292,431,632.0,29.7,29.7,67.0,5.5,1.09,0.63,0.68,0.016,0.6,0.61,0.59,0.64,0.68,0.68,0.52,0.51,0.28,0.31,149,7.0,0.0,Turmeric,3904.0,0.0,Kharif,0.6333333333333334,0.036362373715452416,0.018857142857142878
6519,PB001,16.94,75.44,FLD06519,7018,Turmeric,Spice,Kharif,Semi-Arid,276.0,34.0,201.0,6.2,0.86,3.0,21,10.4,825,695,220,501,637.0,28.3,28.3,61.0,5.5,1.09,0.63,0.72,0.032,0.56,0.59,0.59,0.64,0.69,0.72,0.49,0.51,0.3,0.25,159,13.0,1.0,Turmeric,4074.0,0.0,Kharif,0.6316666666666667,0.05756638679723513,0.03285714285714279
6520,MP017,25.41,83.93,FLD06520,16568,Turmeric,Spice,Kharif,Mountain,310.0,40.0,181.0,6.9,0.66,6.0,21,12.8,2717,2253,685,1694,2083.0,25.4,25.4,67.0,5.6,1.09,0.63,0.68,0.018,0.58,0.61,0.59,0.67,0.68,0.67,0.51,0.53,0.31,0.33,143,2.0,0.0,Turmeric,9258.0,0.0,Kharif,0.6333333333333333,0.04109609335312655,0.021142857142857158
6521,TN042,8.72,76.69,FLD06521,19366,Turmeric,Spice,Kharif,Coastal,238.0,44.0,189.0,7.2,0.83,0.0,21,9.0,970,778,241,527,712.0,30.0,30.0,76.0,5.4,1.09,0.65,0.71,0.02,0.58,0.61,0.65,0.68,0.71,0.68,0.5,0.52,0.3,0.33,144,0.0,1.0,Turmeric,10780.0,0.0,Kharif,0.6516666666666667,0.04450343307606231,0.02371428571428569
6522,AP015,15.1,75.29,FLD06522,5121,Turmeric,Spice,Kharif,Semi-Arid,210.0,41.0,185.0,6.5,0.94,5.0,27,10.4,758,632,213,433,556.0,28.9,28.9,55.0,6.1,1.09,0.63,0.69,0.018,0.57,0.59,0.6,0.69,0.68,0.66,0.49,0.5,0.3,0.28,149,13.0,1.0,Turmeric,2668.0,0.0,Kharif,0.6316666666666667,0.04669641908707302,0.023142857142857142
6523,HR003,31.68,83.5,FLD06523,19337,Turmeric,Spice,Kharif,Mountain,306.0,37.0,174.0,7.4,0.62,0.0,26,7.1,2007,1833,782,1238,1665.0,21.7,21.7,74.0,5.0,1.09,0.63,0.7,0.022,0.59,0.59,0.6,0.64,0.67,0.7,0.51,0.52,0.3,0.26,149,4.0,2.0,Turmeric,11469.0,0.0,Kharif,0.6316666666666667,0.04219662967057388,0.023714285714285688
6524,GJ032,16.6,82.38,FLD06524,9499,Turmeric,Spice,Kharif,Humid,197.0,45.0,180.0,6.8,0.8,4.0,21,5.5,3060,2461,842,1683,2327.0,28.7,28.7,83.0,5.1,1.09,0.64,0.69,0.024,0.57,0.61,0.63,0.66,0.69,0.69,0.47,0.52,0.28,0.24,161,12.0,2.0,Turmeric,5949.0,0.0,Kharif,0.6416666666666667,0.04336537277085895,0.024857142857142835
6525,UP019,19.03,77.83,FLD06525,10935,Turmeric,Spice,Kharif,Humid,241.0,34.0,211.0,6.5,0.97,2.0,25,9.2,2332,2137,746,1504,1898.0,28.2,28.2,78.0,6.1,1.09,0.64,0.69,0.018,0.6,0.57,0.63,0.67,0.67,0.69,0.52,0.49,0.33,0.29,150,0.0,0.0,Turmeric,5944.0,0.0,Kharif,0.6383333333333333,0.04258977446393547,0.022571428571428603
6526,UP009,25.99,82.96,FLD06526,9719,Turmeric,Spice,Kharif,Sub-Humid,208.0,33.0,178.0,7.0,0.82,1.0,20,9.7,1003,785,313,496,690.0,28.8,28.8,75.0,5.3,1.09,0.65,0.72,0.02,0.62,0.57,0.6,0.66,0.71,0.72,0.53,0.49,0.32,0.3,142,9.0,1.0,Turmeric,5204.0,0.0,Kharif,0.6466666666666666,0.055277079839256664,0.027999999999999966
6527,HR015,26.2,82.44,FLD06527,7607,Turmeric,Spice,Kharif,Humid,262.0,44.0,216.0,7.0,0.92,2.0,27,7.6,1262,1114,381,777,1043.0,26.7,26.7,85.0,5.1,1.09,0.63,0.71,0.026,0.58,0.57,0.59,0.66,0.67,0.71,0.48,0.5,0.26,0.34,153,12.0,1.0,Turmeric,4324.0,0.0,Kharif,0.63,0.05259911279353169,0.029142857142857113
6528,KA002,12.36,87.71,FLD06528,17649,Turmeric,Spice,Kharif,Coastal,315.0,40.0,173.0,7.0,0.6,6.0,31,10.8,2309,1845,743,1205,1579.0,30.7,30.7,72.0,6.1,1.09,0.65,0.71,0.016,0.58,0.62,0.64,0.67,0.71,0.66,0.48,0.54,0.32,0.3,148,6.0,1.0,Turmeric,9978.0,0.0,Kharif,0.6466666666666666,0.04068851871911235,0.01999999999999996
6529,UP021,11.7,84.56,FLD06529,11708,Turmeric,Spice,Kharif,Coastal,293.0,33.0,173.0,7.5,0.83,3.0,30,9.2,2678,2355,888,1497,2077.0,29.7,29.7,70.0,5.3,1.09,0.64,0.72,0.03,0.57,0.57,0.59,0.68,0.7,0.72,0.48,0.47,0.28,0.31,145,1.0,0.0,Turmeric,6575.0,0.0,Kharif,0.6383333333333333,0.06309164410249235,0.03514285714285715
6530,GJ003,25.24,85.32,FLD06530,13923,Turmeric,Spice,Kharif,Mountain,309.0,41.0,192.0,6.3,0.94,5.0,21,11.9,2605,2152,796,1388,1849.0,24.9,24.9,83.0,5.2,1.09,0.64,0.69,0.022,0.58,0.62,0.61,0.66,0.66,0.69,0.51,0.51,0.29,0.3,157,11.0,0.0,Turmeric,8537.0,0.0,Kharif,0.6366666666666667,0.036817870057290876,0.020571428571428556
6531,AP004,25.85,71.74,FLD06531,9236,Turmeric,Spice,Kharif,Semi-Arid,235.0,45.0,191.0,7.6,0.78,3.0,29,10.2,710,629,255,464,557.0,30.0,30.0,63.0,5.7,1.09,0.64,0.69,0.014,0.62,0.6,0.59,0.68,0.68,0.69,0.52,0.53,0.31,0.33,167,1.0,0.0,Turmeric,5120.0,0.0,Kharif,0.6433333333333334,0.04109609335312653,0.0194285714285714
6532,KA017,19.35,72.64,FLD06532,7838,Turmeric,Spice,Kharif,Coastal,298.0,51.0,240.0,7.3,0.77,3.0,26,6.6,1512,1361,603,1060,1212.0,28.5,28.5,75.0,5.3,1.09,0.64,0.71,0.024,0.59,0.62,0.62,0.65,0.67,0.71,0.49,0.52,0.3,0.25,159,9.0,2.0,Turmeric,4839.0,0.0,Kharif,0.6433333333333333,0.03901566636906542,0.022285714285714325
6533,MH004,12.36,78.42,FLD06533,8332,Turmeric,Spice,Kharif,Humid,223.0,43.0,210.0,7.5,0.65,5.0,22,5.5,2913,2457,923,1751,2143.0,27.5,27.5,76.0,5.7,1.09,0.64,0.71,0.02,0.56,0.61,0.62,0.66,0.71,0.66,0.48,0.5,0.35,0.26,156,5.0,1.0,Turmeric,5199.0,0.0,Kharif,0.6366666666666667,0.04714045207910315,0.023999999999999987
6534,GJ049,26.06,77.59,FLD06534,10639,Turmeric,Spice,Kharif,Mountain,275.0,29.0,210.0,7.1,0.89,5.0,29,7.3,2496,2091,645,1575,1981.0,25.6,25.6,61.0,4.9,1.09,0.66,0.71,0.018,0.6,0.62,0.64,0.69,0.71,0.69,0.52,0.54,0.27,0.32,160,5.0,0.0,Turmeric,5954.0,0.0,Kharif,0.6583333333333333,0.04058598553961972,0.021999999999999995
6535,AP006,18.87,86.77,FLD06535,15973,Turmeric,Spice,Kharif,Sub-Humid,269.0,45.0,235.0,6.4,0.83,1.0,34,12.8,971,779,316,583,721.0,28.5,28.5,74.0,6.3,1.09,0.66,0.72,0.024,0.6,0.59,0.64,0.68,0.71,0.72,0.52,0.49,0.33,0.3,142,7.0,1.0,Turmeric,9826.0,0.0,Kharif,0.6566666666666667,0.05055250296034367,0.028571428571428574
6536,UP048,24.18,74.96,FLD06536,11771,Turmeric,Spice,Kharif,Sub-Humid,221.0,48.0,176.0,6.6,0.67,1.0,28,9.9,1034,946,344,652,811.0,29.4,29.4,76.0,5.8,1.09,0.64,0.71,0.03,0.56,0.6,0.63,0.64,0.67,0.71,0.47,0.52,0.26,0.26,140,3.0,0.0,Turmeric,6358.0,0.0,Kharif,0.635,0.047871355387816894,0.027714285714285657
6537,KA011,20.11,77.06,FLD06537,5905,Turmeric,Spice,Kharif,Semi-Arid,189.0,50.0,208.0,6.7,0.93,3.0,27,13.0,771,680,204,514,628.0,31.6,31.6,60.0,5.7,1.09,0.64,0.7,0.016,0.59,0.59,0.6,0.67,0.7,0.67,0.49,0.51,0.3,0.31,161,7.0,1.0,Turmeric,3226.0,0.0,Kharif,0.6366666666666666,0.04459696053419886,0.022857142857142833
6538,AP049,17.11,86.15,FLD06538,6821,Turmeric,Spice,Kharif,Humid,229.0,51.0,213.0,7.7,0.96,2.0,24,8.5,1926,1596,567,1215,1454.0,27.1,27.1,76.0,6.1,1.09,0.64,0.7,0.016,0.6,0.59,0.64,0.65,0.7,0.68,0.5,0.49,0.32,0.26,169,5.0,2.0,Turmeric,4355.0,0.0,Kharif,0.6433333333333333,0.039440531887330786,0.021142857142857113
6539,MP022,17.54,70.6,FLD06539,9006,Turmeric,Spice,Kharif,Coastal,243.0,37.0,221.0,6.2,0.8,4.0,24,8.6,994,795,243,551,706.0,28.1,28.1,70.0,5.5,1.09,0.62,0.68,0.02,0.57,0.57,0.6,0.64,0.68,0.67,0.48,0.49,0.35,0.31,144,12.0,1.0,Turmeric,5239.0,0.0,Kharif,0.6216666666666667,0.04450343307606233,0.024857142857142817
6540,UP044,12.98,87.19,FLD06540,14967,Turmeric,Spice,Kharif,Semi-Arid,211.0,41.0,200.0,7.1,0.62,0.0,21,13.7,601,554,190,393,471.0,30.9,30.9,66.0,5.5,1.09,0.65,0.71,0.02,0.61,0.62,0.63,0.65,0.71,0.71,0.52,0.52,0.24,0.29,153,10.0,1.0,Turmeric,7998.0,0.0,Kharif,0.6549999999999999,0.04072263907623537,0.02257142857142857
6541,MP009,27.13,71.56,FLD06541,11893,Turmeric,Spice,Kharif,Plateau,272.0,49.0,179.0,7.1,0.61,2.0,24,12.0,1140,864,263,547,740.0,28.5,28.5,73.0,5.0,1.09,0.64,0.71,0.026,0.58,0.57,0.6,0.67,0.71,0.71,0.5,0.47,0.28,0.35,164,8.0,0.0,Turmeric,6641.0,0.0,Kharif,0.64,0.05887840577551899,0.03257142857142859
6542,MP029,33.97,77.53,FLD06542,19898,Turmeric,Spice,Kharif,Mountain,282.0,46.0,193.0,6.6,0.59,4.0,25,9.9,3270,2511,1038,1518,2317.0,23.4,23.4,74.0,5.4,1.09,0.64,0.69,0.014,0.59,0.58,0.65,0.65,0.69,0.66,0.5,0.48,0.24,0.27,149,7.0,0.0,Turmeric,11889.0,0.0,Kharif,0.6366666666666666,0.03901566636906542,0.019428571428571444
6543,HR028,13.8,75.66,FLD06543,17307,Turmeric,Spice,Kharif,Sub-Humid,245.0,51.0,214.0,6.3,0.71,5.0,28,9.8,964,760,340,529,717.0,29.0,29.0,74.0,4.9,1.09,0.64,0.68,0.01,0.61,0.57,0.64,0.67,0.68,0.66,0.51,0.49,0.27,0.35,170,9.0,1.0,Turmeric,10506.0,0.0,Kharif,0.6383333333333333,0.03804237403504446,0.017428571428571432
6544,PB002,20.76,76.02,FLD06544,17444,Turmeric,Spice,Kharif,Sub-Humid,225.0,50.0,234.0,7.3,0.87,6.0,22,10.9,1156,903,299,670,800.0,29.1,29.1,73.0,6.2,1.09,0.65,0.69,0.018,0.6,0.61,0.62,0.67,0.69,0.69,0.53,0.52,0.3,0.32,164,4.0,0.0,Turmeric,10183.0,0.0,Kharif,0.6466666666666666,0.037712361663282526,0.021142857142857133
6545,UP048,17.7,74.6,FLD06545,11430,Turmeric,Spice,Kharif,Arid,214.0,51.0,188.0,7.1,0.6,4.0,38,22.7,476,366,129,220,317.0,35.3,35.3,48.0,5.2,1.09,0.64,0.68,0.012,0.61,0.6,0.63,0.64,0.68,0.67,0.51,0.53,0.31,0.24,145,3.0,0.0,Turmeric,6716.0,0.0,Kharif,0.6383333333333333,0.029107081994288325,0.01571428571428572
6546,TN015,29.76,88.37,FLD06546,17815,Turmeric,Spice,Kharif,Plateau,311.0,44.0,176.0,6.2,0.56,4.0,32,14.1,709,656,228,448,622.0,27.7,27.7,69.0,5.5,1.09,0.64,0.69,0.02,0.57,0.62,0.6,0.68,0.69,0.67,0.49,0.52,0.26,0.25,141,11.0,1.0,Turmeric,10125.0,0.0,Kharif,0.6383333333333333,0.04450343307606231,0.022571428571428614
6547,HR030,30.73,78.28,FLD06547,7868,Turmeric,Spice,Kharif,Mountain,300.0,32.0,170.0,7.3,0.55,2.0,33,14.0,1645,1477,610,1041,1373.0,24.3,24.3,81.0,6.2,1.09,0.65,0.7,0.016,0.6,0.61,0.61,0.67,0.7,0.68,0.5,0.51,0.3,0.31,143,0.0,1.0,Turmeric,4167.0,0.0,Kharif,0.6449999999999999,0.03947573094109005,0.020857142857142925
6548,UP014,16.26,80.63,FLD06548,10144,Turmeric,Spice,Kharif,Plateau,309.0,51.0,225.0,5.9,0.89,3.0,22,14.1,1042,964,365,713,833.0,30.4,30.4,69.0,6.0,1.09,0.63,0.67,0.018,0.57,0.59,0.62,0.65,0.67,0.66,0.48,0.49,0.29,0.32,151,13.0,0.0,Turmeric,6494.0,0.0,Kharif,0.6266666666666666,0.0368178700572909,0.020571428571428612
6549,MH017,29.66,79.35,FLD06549,12142,Turmeric,Spice,Kharif,Arid,318.0,42.0,192.0,7.4,0.54,2.0,32,24.5,381,322,131,206,277.0,34.1,34.1,52.0,6.0,1.09,0.65,0.72,0.024,0.6,0.59,0.63,0.65,0.68,0.72,0.52,0.52,0.27,0.32,155,10.0,0.0,Turmeric,7709.0,0.0,Kharif,0.645,0.045000000000000005,0.025428571428571415
