record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,soil_n,soil_p,soil_k,soil_ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall_effective_mm,avg_temp_c,temperature_avg_c,humidity_pct,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target
6643,MP044,25.34,86.46,FLD06643,17950,Ginger,Spice,Kharif,Semi-Arid,312,44,201,7.5,0.94,Sandy Loam,30,13.1,530,477,192,355,448,28.7,28.7,68,6.4,1.12,0.64,0.7,0.024,0.58,0.58,0.61,0.66,0.68,0.7,0.49,0.49,0.29,0.29,144,Bulbing,Drip,Ginger,15313,0,Kharif
6644,HR049,21.44,83.73,FLD06644,16984,Ginger,Spice,Kharif,Sub-Humid,274,43,178,6.7,0.52,Sandy,27,8.3,923,852,294,604,795,28.8,28.8,75,5.8,1.12,0.63,0.68,0.014,0.6,0.58,0.59,0.68,0.68,0.67,0.52,0.48,0.27,0.26,162,Mature,Drip,Ginger,15407,0,Kharif
6645,AP041,17.23,86.59,FLD06645,18644,Ginger,Spice,Kharif,Humid,257,32,182,7.0,0.55,Clay Loam,32,6.6,2715,2367,806,1522,2126,25.9,25.9,80,6.2,1.12,0.64,0.71,0.02,0.61,0.6,0.61,0.64,0.68,0.71,0.52,0.51,0.27,0.25,161,Grand growth,Drip,Ginger,16004,0,Kharif
6646,KA050,14.65,72.43,FLD06646,11363,Ginger,Spice,Kharif,Arid,273,50,190,7.3,0.9,Sandy Clay,29,23.9,295,239,94,149,208,31.3,31.3,48,5.2,1.12,0.64,0.71,0.024,0.59,0.6,0.61,0.67,0.66,0.71,0.5,0.52,0.3,0.29,145,Grain filling,Drip,Ginger,12916,0,Kharif
6647,GJ041,13.66,74.53,FLD06647,13224,Ginger,Spice,Kharif,Arid,185,33,230,7.1,0.57,Sandy,34,20.6,367,341,125,210,312,35.5,35.5,54,6.2,1.12,0.64,0.69,0.01,0.61,0.6,0.6,0.69,0.69,0.66,0.53,0.5,0.25,0.3,142,Nut development,Sprinkler,Ginger,12213,0,Kharif
6648,KA009,20.34,69.37,FLD06648,15367,Ginger,Spice,Kharif,Coastal,307,39,186,5.9,0.54,Clay Loam,35,8.3,996,876,380,560,748,29.8,29.8,70,5.5,1.12,0.63,0.69,0.02,0.59,0.58,0.6,0.66,0.68,0.69,0.52,0.5,0.26,0.3,166,Rhizome development,Sprinkler,Ginger,15244,0,Kharif
6649,MP029,13.83,73.84,FLD06649,19873,Ginger,Spice,Kharif,Arid,196,39,194,7.4,0.8,Clay Loam,23,23.3,415,322,124,211,296,35.5,35.5,55,6.1,1.12,0.63,0.7,0.018,0.57,0.57,0.63,0.63,0.7,0.66,0.5,0.49,0.27,0.27,169,Grain filling,Sprinkler,Ginger,16532,0,Kharif
6650,RJ028,11.15,86.34,FLD06650,17957,Ginger,Spice,Kharif,Coastal,193,46,203,6.5,0.81,Sandy Clay,27,9.8,2008,1769,774,1388,1560,29.5,29.5,73,5.8,1.12,0.65,0.72,0.03,0.57,0.61,0.6,0.69,0.68,0.72,0.47,0.52,0.27,0.27,149,Pod formation,Drip,Ginger,17874,0,Kharif
6651,KA009,26.57,72.04,FLD06651,9681,Ginger,Spice,Kharif,Arid,190,52,183,6.7,0.75,Sandy Clay,27,21.5,355,283,125,200,248,30.7,30.7,51,5.3,1.12,0.64,0.69,0.016,0.61,0.57,0.63,0.68,0.66,0.69,0.52,0.5,0.28,0.28,149,Bulbing,Sprinkler,Ginger,9891,0,Kharif
6652,HR042,21.13,83.07,FLD06652,18390,Ginger,Spice,Kharif,Arid,215,50,188,5.9,0.9,Clay,37,23.3,281,240,94,162,224,32.9,32.9,48,5.6,1.12,0.64,0.71,0.022,0.59,0.58,0.59,0.69,0.71,0.7,0.5,0.5,0.34,0.27,140,Rhizome development,Drip,Ginger,21581,0,Kharif
6653,KA045,16.83,89.48,FLD06653,6337,Ginger,Spice,Kharif,Plateau,191,43,180,6.6,0.56,Sandy Clay,20,9.7,963,771,321,580,662,29.8,29.8,68,5.4,1.12,0.65,0.71,0.012,0.61,0.57,0.63,0.68,0.71,0.67,0.53,0.48,0.31,0.27,148,Fruiting,Sprinkler,Ginger,5986,0,Kharif
6654,MP037,21.69,78.38,FLD06654,9008,Ginger,Spice,Kharif,Semi-Arid,259,31,240,6.0,0.81,Loam,32,11.9,810,757,305,559,679,31.7,31.7,66,6.5,1.12,0.65,0.71,0.02,0.61,0.59,0.63,0.67,0.71,0.71,0.51,0.5,0.28,0.33,149,Grain filling,Drip,Ginger,8258,0,Kharif
6655,MP049,28.65,86.12,FLD06655,6309,Ginger,Spice,Kharif,Arid,317,42,215,6.2,0.84,Clay Loam,32,22.3,457,348,145,217,310,35.7,35.7,57,5.1,1.12,0.63,0.69,0.022,0.58,0.57,0.59,0.66,0.69,0.69,0.48,0.49,0.27,0.3,160,Grain filling,Drip,Ginger,5928,0,Kharif
6656,MP033,14.79,88.49,FLD06656,9183,Ginger,Spice,Kharif,Semi-Arid,188,31,193,7.5,0.71,Sandy Loam,29,15.3,671,612,251,439,577,28.1,28.1,67,5.0,1.12,0.64,0.68,0.016,0.6,0.61,0.61,0.64,0.67,0.68,0.52,0.5,0.31,0.3,161,Mature,Drip,Ginger,7502,0,Kharif
6657,MH045,20.1,83.12,FLD06657,12701,Ginger,Spice,Kharif,Coastal,289,45,223,5.8,0.95,Laterite,29,9.5,1253,1120,451,839,974,30.3,30.3,73,6.2,1.12,0.64,0.69,0.022,0.58,0.6,0.64,0.64,0.68,0.69,0.48,0.5,0.29,0.25,162,Tuber development,Sprinkler,Ginger,11623,0,Kharif
6658,MH010,32.45,89.21,FLD06658,9298,Ginger,Spice,Kharif,Mountain,185,33,179,6.3,0.73,Clay,28,11.2,2356,1893,594,1403,1673,18.8,18.8,62,6.5,1.12,0.63,0.68,0.016,0.59,0.58,0.6,0.67,0.68,0.67,0.5,0.48,0.29,0.26,155,Flowering,Surface,Ginger,7864,0,Kharif
6659,PB009,13.13,83.47,FLD06659,15312,Ginger,Spice,Kharif,Coastal,251,40,207,5.8,0.55,Sandy Clay,26,10.9,2018,1717,643,1293,1590,30.1,30.1,81,5.7,1.12,0.63,0.69,0.018,0.58,0.58,0.61,0.64,0.69,0.67,0.48,0.48,0.28,0.28,150,Bulbing,Drip,Ginger,13094,0,Kharif
6660,KA018,31.5,77.66,FLD06660,15733,Ginger,Spice,Kharif,Mountain,291,34,231,6.7,0.59,Loam,29,13.9,2550,2057,713,1512,1942,21.3,21.3,83,5.8,1.12,0.64,0.69,0.02,0.58,0.57,0.62,0.69,0.68,0.68,0.48,0.47,0.27,0.33,164,Grain filling,Drip,Ginger,13639,0,Kharif
6661,MP042,23.35,88.73,FLD06661,16423,Ginger,Spice,Kharif,Arid,249,51,206,6.0,0.72,Loam,26,23.3,326,251,77,151,220,34.9,34.9,54,5.1,1.12,0.65,0.7,0.014,0.61,0.57,0.63,0.68,0.7,0.68,0.53,0.5,0.33,0.34,149,Tillering,Sprinkler,Ginger,18050,0,Kharif
6662,GJ029,24.83,76.01,FLD06662,18749,Ginger,Spice,Kharif,Semi-Arid,245,40,207,7.1,0.65,Sandy Loam,23,11.5,738,623,279,419,547,28.9,28.9,59,5.6,1.12,0.63,0.71,0.02,0.59,0.56,0.6,0.65,0.71,0.69,0.49,0.48,0.27,0.3,155,Pod formation,Drip,Ginger,17671,0,Kharif
6663,UP032,22.79,76.56,FLD06663,9582,Ginger,Spice,Kharif,Semi-Arid,186,42,175,6.0,0.97,Loam,26,14.9,582,521,158,383,479,29.3,29.3,57,6.2,1.12,0.64,0.69,0.01,0.61,0.58,0.64,0.66,0.69,0.66,0.5,0.49,0.25,0.33,149,Tuber development,Drip,Ginger,8316,0,Kharif
6664,UP039,14.23,85.89,FLD06664,18020,Ginger,Spice,Kharif,Coastal,312,28,221,6.9,0.85,Sandy,20,8.5,1619,1413,499,964,1216,28.5,28.5,72,5.6,1.12,0.64,0.71,0.016,0.6,0.59,0.59,0.64,0.71,0.68,0.52,0.5,0.3,0.32,150,Tillering,Surface,Ginger,18154,0,Kharif
6665,MH028,13.38,82.03,FLD06665,14859,Ginger,Spice,Kharif,Semi-Arid,209,39,172,7.7,0.65,Clay Loam,25,17.0,552,433,179,310,393,29.6,29.6,60,5.0,1.12,0.63,0.67,0.022,0.56,0.59,0.61,0.66,0.67,0.67,0.49,0.49,0.26,0.29,144,Bulbing,Sprinkler,Ginger,12335,0,Kharif
6666,RJ012,17.21,86.91,FLD06666,11031,Ginger,Spice,Kharif,Coastal,308,29,180,6.4,0.56,Loam,24,7.2,2370,2184,782,1651,1980,30.7,30.7,79,5.9,1.12,0.64,0.71,0.028,0.57,0.58,0.61,0.69,0.69,0.71,0.49,0.49,0.35,0.28,146,Boll formation,Surface,Ginger,9942,0,Kharif
6667,TN025,12.55,73.39,FLD06667,14840,Ginger,Spice,Kharif,Plateau,248,39,214,7.5,0.88,Clay Loam,31,13.7,1294,1225,495,774,1116,31.5,31.5,62,6.0,1.12,0.66,0.72,0.024,0.6,0.62,0.63,0.69,0.68,0.72,0.51,0.54,0.32,0.24,144,Pod formation,Sprinkler,Ginger,14217,0,Kharif
6668,RJ005,20.63,73.61,FLD06668,6609,Ginger,Spice,Kharif,Sub-Humid,314,48,207,7.2,0.66,Sandy Clay,23,12.0,1183,971,431,718,833,29.5,29.5,68,5.5,1.12,0.64,0.71,0.02,0.61,0.62,0.61,0.64,0.67,0.71,0.5,0.51,0.3,0.28,140,Fruiting,Drip,Ginger,5804,0,Kharif
6669,UP011,18.09,72.22,FLD06669,15083,Ginger,Spice,Kharif,Humid,219,32,196,6.4,0.55,Sandy Loam,37,6.0,2740,2573,1146,1817,2430,26.5,26.5,83,5.5,1.12,0.63,0.67,0.02,0.57,0.58,0.64,0.65,0.66,0.67,0.47,0.5,0.35,0.28,151,Flowering,Drip,Ginger,13530,0,Kharif
6670,KA031,14.37,84.5,FLD06670,10573,Ginger,Spice,Kharif,Humid,209,37,222,6.6,0.73,Clay,30,8.8,2485,2312,744,1492,2037,26.7,26.7,86,5.7,1.12,0.64,0.71,0.03,0.56,0.61,0.61,0.66,0.67,0.71,0.49,0.52,0.32,0.28,147,Boll formation,Sprinkler,Ginger,9962,0,Kharif
6671,PB027,18.74,86.4,FLD06671,9546,Ginger,Spice,Kharif,Plateau,220,45,205,6.5,0.79,Sandy Clay,21,12.9,914,782,300,551,723,31.8,31.8,70,5.8,1.12,0.64,0.72,0.024,0.6,0.6,0.59,0.65,0.67,0.72,0.5,0.49,0.3,0.26,155,Mature,Sprinkler,Ginger,8571,0,Kharif
6672,HR034,25.05,73.74,FLD06672,5953,Ginger,Spice,Kharif,Humid,256,40,198,5.8,0.51,Sandy,25,5.8,2828,2625,850,2009,2261,25.6,25.6,86,6.3,1.12,0.64,0.68,0.022,0.57,0.57,0.63,0.68,0.68,0.68,0.47,0.49,0.29,0.26,151,Flowering,Drip,Ginger,5847,0,Kharif
6673,KA025,13.83,77.41,FLD06673,11633,Ginger,Spice,Kharif,Coastal,282,40,230,6.9,0.73,Clay,34,10.2,2342,2139,870,1445,1879,28.2,28.2,80,6.0,1.12,0.66,0.71,0.022,0.6,0.61,0.63,0.69,0.71,0.71,0.51,0.53,0.3,0.32,145,Grand growth,Sprinkler,Ginger,10754,0,Kharif
6674,UP028,10.83,75.79,FLD06674,6693,Ginger,Spice,Kharif,Sub-Humid,309,52,202,7.1,0.55,Loam,21,10.7,1168,964,323,713,825,27.3,27.3,75,5.0,1.12,0.65,0.71,0.024,0.59,0.6,0.61,0.68,0.68,0.71,0.5,0.52,0.3,0.3,164,Grain filling,Surface,Ginger,6415,0,Kharif
6675,HR006,16.17,76.85,FLD06675,12164,Ginger,Spice,Kharif,Semi-Arid,281,44,196,7.2,0.57,Clay,20,10.8,729,676,251,410,576,31.4,31.4,66,5.0,1.12,0.65,0.71,0.016,0.6,0.6,0.63,0.66,0.71,0.68,0.52,0.53,0.33,0.25,152,Rhizome development,Sprinkler,Ginger,10647,0,Kharif
6676,AP023,28.4,82.28,FLD06676,11916,Ginger,Spice,Kharif,Mountain,222,40,192,7.5,0.95,Sandy Clay,33,14.0,3287,3043,1317,2138,2621,17.1,17.1,62,5.7,1.12,0.64,0.68,0.02,0.58,0.6,0.61,0.68,0.68,0.68,0.49,0.51,0.31,0.34,146,Nut development,Drip,Ginger,10821,0,Kharif
6677,MP046,18.51,74.56,FLD06677,11555,Ginger,Spice,Kharif,Plateau,232,32,186,7.2,0.64,Clay,25,11.3,990,790,332,513,696,27.7,27.7,68,5.4,1.12,0.65,0.69,0.016,0.61,0.61,0.64,0.67,0.69,0.69,0.5,0.5,0.3,0.25,140,Tillering,Sprinkler,Ginger,9290,0,Kharif
6678,UP009,23.31,77.04,FLD06678,17103,Ginger,Spice,Kharif,Sub-Humid,273,40,201,6.3,0.94,Laterite,27,10.8,956,738,240,569,684,27.3,27.3,71,5.1,1.12,0.63,0.69,0.02,0.57,0.58,0.59,0.69,0.67,0.67,0.48,0.48,0.33,0.26,153,Tuber development,Sprinkler,Ginger,14379,0,Kharif
6679,TN037,31.86,92.37,FLD06679,13834,Ginger,Spice,Kharif,Mountain,244,35,217,7.0,0.53,Clay Loam,35,8.3,2463,1903,576,1490,1699,21.5,21.5,71,6.4,1.12,0.64,0.7,0.012,0.6,0.59,0.64,0.66,0.7,0.66,0.52,0.5,0.32,0.31,154,Vegetative,Sprinkler,Ginger,12573,0,Kharif
6680,UP031,14.47,72.32,FLD06680,7188,Ginger,Spice,Kharif,Plateau,288,30,233,6.7,0.61,Sandy Clay,36,9.0,1067,873,262,591,776,26.4,26.4,71,5.7,1.12,0.64,0.7,0.018,0.61,0.57,0.6,0.69,0.68,0.7,0.53,0.47,0.31,0.31,147,Tillering,Drip,Ginger,6515,0,Kharif
6681,KA050,25.96,79.04,FLD06681,13318,Ginger,Spice,Kharif,Arid,204,35,177,7.2,0.67,Clay Loam,37,15.9,323,250,111,163,227,35.5,35.5,52,6.4,1.12,0.65,0.7,0.018,0.61,0.61,0.6,0.69,0.68,0.7,0.52,0.51,0.33,0.32,146,Pod formation,Drip,Ginger,14535,0,Kharif
6682,KA011,25.28,91.08,FLD06682,8491,Ginger,Spice,Kharif,Mountain,246,42,228,6.7,0.8,Sandy Clay,27,14.5,2317,1927,766,1466,1796,25.7,25.7,68,5.1,1.12,0.63,0.71,0.026,0.58,0.56,0.61,0.64,0.7,0.71,0.5,0.48,0.33,0.31,161,Fruiting,Drip,Ginger,7265,0,Kharif
6683,MP026,25.44,79.81,FLD06683,17345,Ginger,Spice,Kharif,Semi-Arid,207,47,184,7.0,0.89,Sandy Clay,21,14.3,683,593,241,390,509,30.9,30.9,62,5.2,1.12,0.63,0.71,0.016,0.6,0.57,0.59,0.64,0.71,0.68,0.52,0.49,0.26,0.32,151,Grand growth,Drip,Ginger,15503,0,Kharif
6684,AP011,14.84,78.3,FLD06684,9783,Ginger,Spice,Kharif,Semi-Arid,307,36,172,6.3,0.53,Clay Loam,26,14.7,558,434,162,286,372,30.2,30.2,58,6.3,1.12,0.64,0.71,0.014,0.6,0.6,0.6,0.64,0.71,0.67,0.49,0.51,0.25,0.24,164,Grain filling,Drip,Ginger,8767,0,Kharif
6685,RJ022,15.92,72.14,FLD06685,8677,Ginger,Spice,Kharif,Humid,292,35,240,7.7,0.81,Sandy,34,9.7,2542,2337,1020,1812,2192,27.9,27.9,79,5.3,1.12,0.64,0.7,0.024,0.58,0.61,0.61,0.64,0.67,0.7,0.5,0.53,0.32,0.27,144,Pod formation,Surface,Ginger,8613,0,Kharif
6686,UP027,23.2,78.47,FLD06686,19350,Ginger,Spice,Kharif,Plateau,203,37,219,6.6,0.81,Clay Loam,32,8.3,1184,1115,386,775,966,30.1,30.1,75,5.9,1.12,0.65,0.71,0.014,0.62,0.59,0.62,0.66,0.71,0.69,0.51,0.51,0.27,0.25,169,Fruiting,Drip,Ginger,17142,0,Kharif
6687,HR027,12.96,83.8,FLD06687,5647,Ginger,Spice,Kharif,Humid,249,36,188,6.1,0.98,Clay,34,7.6,1675,1388,482,927,1244,26.4,26.4,83,5.0,1.12,0.63,0.67,0.016,0.58,0.58,0.63,0.66,0.67,0.66,0.48,0.49,0.27,0.29,145,Reproductive,Sprinkler,Ginger,5424,0,Kharif
6688,RJ004,20.14,80.52,FLD06688,17128,Ginger,Spice,Kharif,Coastal,253,30,214,5.9,0.91,Sandy,23,6.2,2223,1921,845,1346,1793,30.1,30.1,80,6.1,1.12,0.65,0.71,0.022,0.6,0.59,0.62,0.69,0.69,0.71,0.52,0.5,0.27,0.29,152,Fruiting,Sprinkler,Ginger,15231,0,Kharif
6689,HR032,13.53,82.94,FLD06689,12175,Ginger,Spice,Kharif,Plateau,240,44,184,6.0,0.89,Loam,29,14.4,785,611,271,447,521,30.4,30.4,74,5.6,1.12,0.63,0.67,0.02,0.57,0.59,0.63,0.67,0.67,0.67,0.49,0.51,0.29,0.26,142,Bulbing,Drip,Ginger,10864,0,Kharif
6690,GJ012,17.21,73.05,FLD06690,15964,Ginger,Spice,Kharif,Sub-Humid,207,36,191,7.2,0.96,Sandy,35,8.2,971,776,245,603,723,28.5,28.5,70,6.3,1.12,0.66,0.71,0.018,0.62,0.62,0.63,0.69,0.67,0.71,0.53,0.51,0.26,0.29,142,Bearing,Sprinkler,Ginger,14193,0,Kharif
6691,MH010,12.63,88.31,FLD06691,6236,Ginger,Spice,Kharif,Coastal,283,41,199,7.3,0.55,Sandy Clay,27,7.0,1144,1046,413,779,934,29.5,29.5,79,6.1,1.12,0.64,0.72,0.022,0.61,0.57,0.6,0.67,0.66,0.72,0.52,0.48,0.29,0.29,142,Boll formation,Sprinkler,Ginger,6140,0,Kharif
6692,GJ035,21.12,76.52,FLD06692,11629,Ginger,Spice,Kharif,Arid,318,39,179,6.4,0.89,Loam,26,16.8,286,219,93,170,204,32.1,32.1,56,5.1,1.12,0.65,0.71,0.022,0.6,0.62,0.64,0.66,0.68,0.71,0.52,0.54,0.3,0.33,166,Grain filling,Sprinkler,Ginger,12366,0,Kharif
6693,HR016,14.5,87.68,FLD06693,15243,Ginger,Spice,Kharif,Coastal,271,35,190,7.5,0.57,Sandy,26,10.5,1291,1216,389,825,1101,29.4,29.4,70,5.8,1.12,0.64,0.71,0.03,0.56,0.61,0.61,0.64,0.69,0.71,0.46,0.52,0.33,0.31,150,Grand growth,Drip,Ginger,14079,0,Kharif
6694,RJ047,19.25,75.14,FLD06694,6383,Ginger,Spice,Kharif,Humid,249,28,228,7.5,0.83,Loam,24,7.3,3154,2761,1194,1724,2428,26.4,26.4,78,5.3,1.12,0.63,0.71,0.024,0.59,0.57,0.61,0.64,0.67,0.71,0.5,0.48,0.3,0.29,165,Mature,Drip,Ginger,5446,0,Kharif
6695,RJ004,16.54,76.32,FLD06695,10412,Ginger,Spice,Kharif,Sub-Humid,267,47,193,7.6,0.97,Loam,35,9.4,932,718,315,515,681,29.7,29.7,75,5.4,1.12,0.64,0.71,0.014,0.6,0.57,0.65,0.63,0.71,0.67,0.53,0.49,0.32,0.26,150,Fruiting,Surface,Ginger,8763,0,Kharif
6696,RJ049,14.18,71.12,FLD06696,7213,Ginger,Spice,Kharif,Coastal,199,43,182,6.0,0.58,Sandy Clay,36,10.5,1055,842,333,529,779,30.6,30.6,76,6.4,1.12,0.64,0.68,0.012,0.62,0.6,0.6,0.65,0.67,0.68,0.54,0.5,0.29,0.26,163,Grand growth,Drip,Ginger,6302,0,Kharif
6697,HR032,16.74,82.99,FLD06697,12301,Ginger,Spice,Kharif,Semi-Arid,212,34,173,6.6,0.6,Sandy Loam,28,14.6,782,717,313,571,656,31.2,31.2,68,5.9,1.12,0.62,0.67,0.02,0.57,0.6,0.6,0.64,0.66,0.67,0.49,0.51,0.35,0.31,153,Tuber bulking,Drip,Ginger,9391,0,Kharif
6698,PB024,17.09,76.98,FLD06698,6177,Ginger,Spice,Kharif,Coastal,226,43,191,7.4,0.56,Sandy Loam,36,11.4,2451,2228,749,1673,2029,29.0,29.0,82,6.4,1.12,0.64,0.69,0.018,0.6,0.62,0.63,0.63,0.69,0.69,0.52,0.52,0.25,0.29,140,Fruiting,Sprinkler,Ginger,6112,0,Kharif
6699,KA015,14.24,74.94,FLD06699,14483,Ginger,Spice,Kharif,Plateau,307,48,240,6.0,0.85,Sandy Loam,37,13.6,943,707,215,465,601,27.0,27.0,70,5.9,1.12,0.64,0.72,0.022,0.61,0.6,0.63,0.64,0.66,0.72,0.5,0.51,0.25,0.29,151,Rhizome development,Surface,Ginger,14327,0,Kharif
6700,TN010,12.48,85.26,FLD06700,14467,Ginger,Spice,Kharif,Humid,256,41,204,7.4,0.88,Sandy Loam,26,9.7,2646,2000,699,1595,1785,28.2,28.2,78,5.9,1.12,0.64,0.71,0.018,0.58,0.62,0.6,0.68,0.71,0.67,0.51,0.51,0.29,0.3,163,Grand growth,Drip,Ginger,13634,0,Kharif
6701,PB012,12.87,84.2,FLD06701,9256,Ginger,Spice,Kharif,Coastal,223,48,205,5.9,0.59,Sandy Clay,23,9.2,2336,2168,901,1499,2027,30.8,30.8,80,5.2,1.12,0.64,0.7,0.024,0.58,0.6,0.6,0.68,0.68,0.7,0.5,0.51,0.26,0.31,167,Fruiting,Sprinkler,Ginger,9202,0,Kharif
6702,AP011,27.47,77.41,FLD06702,7147,Ginger,Spice,Kharif,Plateau,278,39,170,6.9,0.97,Clay,25,10.9,1023,777,344,489,687,29.8,29.8,73,5.6,1.12,0.64,0.69,0.022,0.58,0.61,0.62,0.68,0.68,0.69,0.49,0.5,0.32,0.28,140,Bulbing,Sprinkler,Ginger,6132,0,Kharif
6703,AP009,28.06,75.22,FLD06703,15947,Ginger,Spice,Kharif,Mountain,308,30,170,6.0,0.88,Sandy,26,9.6,2988,2508,1004,1922,2284,17.5,17.5,85,6.0,1.12,0.64,0.67,0.016,0.59,0.61,0.65,0.64,0.67,0.67,0.5,0.51,0.3,0.25,145,Tuber development,Sprinkler,Ginger,14725,0,Kharif
6704,RJ006,24.7,84.4,FLD06704,13038,Ginger,Spice,Kharif,Sub-Humid,264,39,212,6.1,0.95,Laterite,38,11.6,1109,833,307,512,732,28.5,28.5,71,6.4,1.12,0.64,0.72,0.028,0.58,0.59,0.61,0.64,0.68,0.72,0.51,0.51,0.26,0.32,167,Vegetative,Drip,Ginger,10941,0,Kharif
6705,PB028,13.47,81.11,FLD06705,13061,Ginger,Spice,Kharif,Arid,228,45,214,7.4,0.94,Loam,30,23.8,379,288,122,199,259,34.5,34.5,48,6.1,1.12,0.65,0.71,0.02,0.61,0.61,0.63,0.67,0.66,0.71,0.53,0.51,0.26,0.32,142,Tuber bulking,Drip,Ginger,13967,0,Kharif
6706,GJ004,11.0,71.68,FLD06706,10444,Ginger,Spice,Kharif,Humid,315,43,204,6.5,0.93,Loam,22,7.8,2388,1823,580,1406,1659,26.3,26.3,84,5.8,1.12,0.64,0.7,0.022,0.59,0.62,0.59,0.66,0.66,0.7,0.49,0.53,0.24,0.3,150,Grain filling,Surface,Ginger,10120,0,Kharif
6707,HR012,27.16,81.69,FLD06707,18865,Ginger,Spice,Kharif,Mountain,309,30,174,6.2,0.69,Sandy Clay,28,14.8,1910,1716,556,1370,1491,25.1,25.1,60,6.2,1.12,0.65,0.72,0.026,0.59,0.61,0.63,0.67,0.69,0.72,0.51,0.53,0.27,0.26,149,Tillering,Drip,Ginger,16256,0,Kharif
6708,PB040,33.66,76.22,FLD06708,5788,Ginger,Spice,Kharif,Mountain,282,49,226,7.8,0.83,Sandy Clay,20,9.0,1961,1846,821,1388,1655,18.5,18.5,72,6.4,1.12,0.63,0.68,0.008,0.62,0.57,0.63,0.64,0.68,0.66,0.54,0.49,0.27,0.35,160,Grain filling,Drip,Ginger,5529,0,Kharif
6709,HR050,15.87,88.31,FLD06709,13984,Ginger,Spice,Kharif,Coastal,199,37,233,5.9,0.57,Sandy Clay,36,9.6,1848,1512,610,1021,1425,30.9,30.9,79,6.0,1.12,0.65,0.71,0.026,0.58,0.61,0.63,0.66,0.68,0.71,0.49,0.53,0.32,0.32,166,Bearing,Sprinkler,Ginger,14065,0,Kharif
6710,GJ009,11.17,82.27,FLD06710,5940,Ginger,Spice,Kharif,Coastal,252,40,179,5.9,0.53,Laterite,22,10.7,1795,1661,593,1275,1456,29.7,29.7,79,6.3,1.12,0.65,0.71,0.02,0.6,0.6,0.62,0.66,0.71,0.7,0.52,0.5,0.34,0.32,141,Vegetative,Surface,Ginger,5149,0,Kharif
6711,AP048,22.89,89.76,FLD06711,18192,Ginger,Spice,Kharif,Sub-Humid,282,30,207,7.0,0.81,Sandy Clay,32,11.2,1016,902,344,610,814,29.2,29.2,75,5.1,1.12,0.64,0.7,0.02,0.6,0.59,0.61,0.63,0.7,0.7,0.5,0.51,0.24,0.29,146,Rhizome development,Surface,Ginger,16998,0,Kharif
6712,KA014,17.01,77.76,FLD06712,18343,Ginger,Spice,Kharif,Arid,292,35,181,6.8,0.9,Clay Loam,21,17.3,326,266,95,212,251,32.6,32.6,54,5.2,1.12,0.65,0.7,0.026,0.57,0.62,0.64,0.68,0.7,0.7,0.5,0.54,0.26,0.24,145,Tuber bulking,Drip,Ginger,18018,0,Kharif
6713,GJ036,12.83,79.99,FLD06713,10121,Ginger,Spice,Kharif,Arid,296,40,188,7.7,0.96,Sandy Loam,32,23.2,321,299,101,220,277,33.0,33.0,45,6.5,1.12,0.64,0.68,0.01,0.62,0.6,0.62,0.64,0.68,0.67,0.54,0.49,0.32,0.24,147,Tillering,Drip,Ginger,9953,0,Kharif
6714,MP007,11.86,70.62,FLD06714,19577,Ginger,Spice,Kharif,Coastal,245,48,205,7.3,0.63,Loam,21,9.6,1751,1462,514,1129,1311,28.0,28.0,72,6.0,1.12,0.65,0.7,0.018,0.6,0.62,0.62,0.66,0.7,0.69,0.52,0.52,0.31,0.24,159,Vegetative,Drip,Ginger,19990,0,Kharif
6715,UP046,13.53,85.37,FLD06715,6779,Ginger,Spice,Kharif,Plateau,258,48,194,7.3,0.52,Laterite,25,13.6,655,558,188,432,524,27.6,27.6,69,5.0,1.12,0.63,0.69,0.016,0.59,0.57,0.61,0.64,0.69,0.67,0.5,0.48,0.26,0.29,151,Fruiting,Sprinkler,Ginger,6090,0,Kharif
6716,TN045,33.92,87.09,FLD06716,8960,Ginger,Spice,Kharif,Mountain,309,42,195,7.7,0.61,Loam,21,13.3,1379,1045,423,775,973,17.5,17.5,65,5.2,1.12,0.65,0.71,0.008,0.62,0.58,0.64,0.66,0.71,0.66,0.52,0.5,0.24,0.32,146,Bearing,Surface,Ginger,8452,0,Kharif
6717,GJ005,26.88,77.6,FLD06717,16612,Ginger,Spice,Kharif,Mountain,290,50,196,7.0,0.61,Sandy Loam,25,13.5,2905,2469,993,1592,2156,19.7,19.7,65,6.4,1.12,0.64,0.7,0.02,0.6,0.58,0.62,0.68,0.66,0.7,0.51,0.49,0.29,0.3,144,Vegetative,Sprinkler,Ginger,15768,0,Kharif
6718,GJ010,24.93,87.33,FLD06718,17115,Ginger,Spice,Kharif,Plateau,264,45,239,7.4,0.77,Clay Loam,35,12.9,935,881,328,561,758,27.7,27.7,63,6.3,1.12,0.64,0.71,0.02,0.58,0.62,0.6,0.64,0.71,0.68,0.5,0.53,0.32,0.26,147,Grain filling,Surface,Ginger,15627,0,Kharif
