N,P,K,temperature,humidity,ph,rainfall,soil_type,state,season,label
236.84,30.45,348.51,24.72,85.89,6.41,2848.88,Clayey,Maharashtra,Perennial,Banana
119.36,52.11,44.77,18.8,74.34,6.56,858.64,Loamy,Bihar,Kharif,Maize
229.55,51.51,343.08,28.99,87.03,6.41,2019.17,Clayey,Andhra Pradesh,Perennial,Banana
22.3,38.14,27.14,21.25,65.2,6.73,194.56,Alluvial,Uttar Pradesh,Rabi,Lentil
14.83,37.02,17.27,26.0,52.08,6.2,407.84,Black Soil,Madhya Pradesh,Rabi,Chickpea
90.81,56.5,36.01,25.09,58.46,7.1,704.49,Black Soil,Andhra Pradesh,Kharif,Cotton
84.74,45.14,62.92,30.16,68.83,5.69,529.51,Sandy Loam,Andhra Pradesh,Summer,Watermelon
74.44,103.95,34.9,24.85,72.47,6.5,702.47,Sandy Loam,Bihar,Rabi,Maize
100.68,45.95,169.14,23.61,86.23,6.14,2580.41,Coastal Sandy,Kerala,Perennial,Coconut
41.62,35.76,44.55,33.77,83.98,6.99,1196.11,Alluvial,Odisha,Kharif,Jute
22.0,49.79,35.59,23.53,48.63,6.48,622.29,Alluvial,Uttarakhand,Kharif,Kidneybeans
25.8,50.71,25.76,26.86,73.34,6.64,641.1,Red Soil,Maharashtra,Kharif,Pigeonpeas
141.47,28.82,28.24,22.41,73.1,6.84,596.58,Alluvial,Bihar,Kharif,Maize
108.31,73.12,58.42,28.14,78.58,7.07,668.87,Red Soil,Andhra Pradesh,Kharif,Cotton
101.13,53.67,197.99,28.26,88.02,5.22,2122.14,Laterite,Andhra Pradesh,Perennial,Coconut
56.18,28.05,57.51,27.63,48.21,7.2,406.02,Black Soil,Karnataka,Perennial,Pomegranate
76.26,18.51,33.44,31.6,93.79,6.4,1476.56,Alluvial,Assam,Kharif,Jute
65.69,31.26,84.64,15.14,82.61,6.54,1129.56,Mountain Soil,Himachal Pradesh,Perennial,Apple
98.84,58.01,76.5,24.32,63.71,6.36,959.05,Sandy Loam,Punjab,Perennial,Orange
25.11,54.96,16.82,25.97,56.07,6.16,714.22,Black Soil,Gujarat,Kharif,Pigeonpeas
13.95,45.96,18.38,26.58,43.9,6.1,343.5,Black Soil,Maharashtra,Rabi,Chickpea
81.41,52.52,95.13,34.39,78.53,6.14,342.75,Sandy Loam,Andhra Pradesh,Summer,Watermelon
20.67,24.85,20.27,17.56,70.3,6.74,673.74,Loamy,Maharashtra,Kharif,Blackgram
15.36,37.52,12.45,35.8,44.61,6.44,366.48,Sandy,Gujarat,Kharif,Mothbeans
66.57,31.43,28.78,19.82,73.1,5.63,1194.1,Alluvial,Punjab,Kharif,Rice
24.32,51.12,27.8,19.39,48.57,5.61,493.8,Loamy,Bihar,Rabi,Lentil
79.69,27.1,69.59,31.09,67.0,5.48,1676.17,Sandy Loam,Punjab,Perennial,Orange
101.77,28.26,33.88,22.63,71.81,6.17,1412.09,Alluvial,Andhra Pradesh,Kharif,Rice
213.98,76.01,333.5,26.56,67.45,5.82,1650.79,Clayey,Andhra Pradesh,Perennial,Banana
54.27,45.42,14.06,33.44,85.38,5.66,1536.66,Clayey,Bihar,Kharif,Jute
101.01,64.45,128.84,30.76,50.77,6.43,1097.36,Alluvial,Karnataka,Perennial,Mango
22.59,32.45,20.22,21.31,22.91,6.94,542.08,Black Soil,Rajasthan,Rabi,Chickpea
27.86,47.9,22.98,28.31,73.54,6.94,561.66,Alluvial,Uttar Pradesh,Kharif,Blackgram
74.41,34.57,50.02,27.42,44.2,6.69,380.12,Alluvial,Uttar Pradesh,Summer,Muskmelon
12.4,54.13,27.84,20.03,48.06,6.73,271.13,Sandy Loam,Rajasthan,Rabi,Chickpea
85.34,40.35,16.96,26.28,81.57,5.29,959.07,Alluvial,Punjab,Kharif,Rice
27.59,44.96,28.36,14.45,52.78,6.19,291.68,Loamy,West Bengal,Rabi,Lentil
81.17,36.82,57.71,33.89,62.24,6.57,488.05,Sandy Loam,Uttar Pradesh,Summer,Muskmelon
180.84,59.25,153.77,23.97,69.61,5.98,1704.31,Forest Soil,Tamil Nadu,Perennial,Coffee
154.09,69.0,60.06,25.92,80.89,5.62,641.87,Loamy,Madhya Pradesh,Rabi,Maize
107.02,40.81,167.49,24.66,65.99,5.74,2191.02,Laterite,Karnataka,Perennial,Coffee
59.73,37.46,50.98,31.66,34.31,6.02,352.09,Loamy,Maharashtra,Summer,Muskmelon
23.64,58.63,26.39,25.17,48.71,6.68,421.79,Loamy,Uttar Pradesh,Rabi,Lentil
62.77,54.44,35.41,26.99,74.45,5.66,769.63,Clayey,Andhra Pradesh,Kharif,Rice
64.59,81.74,136.64,21.41,29.57,6.26,570.49,Sandy Loam,Tamil Nadu,Perennial,Grapes
12.27,34.07,15.44,26.31,30.15,7.15,205.24,Arid,Maharashtra,Kharif,Mothbeans
100.68,40.0,50.52,27.99,53.64,6.82,384.77,Loamy,Uttar Pradesh,Summer,Muskmelon
101.26,53.9,70.88,24.92,66.65,6.79,1495.4,Loamy,Punjab,Perennial,Orange
21.77,44.52,24.44,21.83,79.81,6.43,481.14,Sandy Loam,Himachal Pradesh,Kharif,Kidneybeans
104.29,49.19,103.41,29.03,83.34,5.64,442.37,Laterite,Karnataka,Perennial,Mango
90.35,34.49,88.27,16.29,69.88,5.72,568.69,Alluvial,Himachal Pradesh,Perennial,Apple
53.4,38.82,76.93,13.16,70.86,6.87,1018.79,Mountain Soil,Jammu Kashmir,Perennial,Apple
82.1,60.4,33.27,24.08,65.83,7.71,868.9,Black Soil,Gujarat,Kharif,Cotton
89.46,44.21,74.66,28.52,61.61,6.93,339.03,Loamy,Maharashtra,Summer,Watermelon
73.0,40.45,124.58,20.03,39.94,6.65,771.95,Laterite,Karnataka,Perennial,Mango
94.84,51.06,48.42,24.25,72.77,5.9,726.2,Clayey,Tamil Nadu,Kharif,Rice
72.84,37.02,46.2,30.2,64.2,6.27,661.61,Alluvial,Andhra Pradesh,Summer,Watermelon
213.34,58.81,273.18,23.84,87.11,6.17,1591.06,Alluvial,Maharashtra,Perennial,Banana
49.4,37.25,43.97,34.33,74.72,6.93,591.13,Sandy Loam,Maharashtra,Summer,Watermelon
86.07,50.82,98.94,32.78,54.22,4.81,607.11,Loamy,Andhra Pradesh,Perennial,Mango
181.7,58.46,232.22,27.81,80.51,6.77,2194.43,Loamy,Tamil Nadu,Perennial,Banana
124.56,55.62,126.78,14.06,80.62,5.03,2522.44,Laterite,Karnataka,Perennial,Coffee
114.84,36.51,78.09,28.66,74.55,6.08,574.0,Alluvial,Karnataka,Perennial,Mango
116.19,47.99,97.19,29.58,60.31,6.2,702.33,Loamy,Madhya Pradesh,Perennial,Orange
93.66,39.11,40.7,30.09,48.11,7.16,464.9,Alluvial,Maharashtra,Summer,Muskmelon
73.26,32.87,24.2,24.13,75.39,6.95,2369.89,Loamy,Bihar,Kharif,Jute
123.01,45.97,57.89,25.85,79.47,7.48,381.28,Loamy,Bihar,Kharif,Maize
13.64,32.81,15.19,32.22,45.8,7.32,393.09,Sandy,Gujarat,Kharif,Mothbeans
155.06,71.73,245.72,30.58,89.59,6.44,1778.23,Alluvial,Gujarat,Perennial,Banana
29.86,64.72,24.67,20.45,61.33,6.95,323.51,Alluvial,Madhya Pradesh,Rabi,Lentil
237.1,66.78,356.7,30.32,82.86,6.57,1858.6,Alluvial,Maharashtra,Perennial,Banana
24.9,53.2,15.88,20.68,65.32,5.71,243.52,Loamy,Madhya Pradesh,Kharif,Blackgram
76.49,36.94,53.65,29.15,54.65,7.79,318.18,Sandy Loam,Maharashtra,Summer,Muskmelon
77.99,37.11,173.11,24.64,87.2,6.16,990.91,Loamy,Andhra Pradesh,Perennial,Coconut
25.47,34.3,22.64,24.55,63.1,6.57,379.9,Loamy,Maharashtra,Kharif,Mungbean
80.54,63.46,147.98,24.54,57.13,5.48,1523.48,Alluvial,Rajasthan,Perennial,Orange
19.96,57.83,16.11,20.36,61.09,6.19,621.95,Sandy Loam,Uttarakhand,Kharif,Kidneybeans
94.19,57.48,67.76,20.23,40.13,6.33,631.88,Black Soil,Tamil Nadu,Perennial,Grapes
75.15,36.54,42.52,29.86,47.19,5.84,1114.29,Laterite,Andhra Pradesh,Perennial,Mango
76.66,41.29,59.66,15.38,69.21,5.73,965.98,Mountain Soil,Jammu Kashmir,Perennial,Apple
81.95,26.58,52.54,15.93,73.78,6.02,863.58,Loamy,Himachal Pradesh,Perennial,Apple
23.05,34.13,20.93,25.47,86.07,6.35,718.35,Alluvial,Madhya Pradesh,Kharif,Blackgram
117.41,20.78,98.42,26.07,70.75,6.23,1078.18,Alluvial,Andhra Pradesh,Perennial,Mango
24.38,49.41,16.28,22.1,56.4,6.03,518.97,Loamy,Karnataka,Kharif,Pigeonpeas
100.03,27.72,44.13,21.68,41.14,6.56,1021.91,Red Soil,Maharashtra,Kharif,Cotton
125.26,49.26,197.51,27.06,83.61,6.05,2416.17,Coastal Sandy,Kerala,Perennial,Coconut
134.82,68.92,36.19,27.08,85.01,6.97,642.82,Loamy,Karnataka,Kharif,Maize
60.6,47.43,48.6,31.35,63.33,6.83,497.17,Loamy,Punjab,Summer,Muskmelon
19.65,72.87,23.71,16.95,53.65,6.89,800.58,Loamy,Jammu Kashmir,Kharif,Kidneybeans
68.53,28.24,54.82,27.5,100.0,6.7,1079.98,Clayey,Tamil Nadu,Kharif,Rice
88.41,43.28,141.51,25.09,88.2,6.16,2349.54,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
101.87,43.29,104.77,17.01,63.14,5.7,1162.67,Loamy,Jammu Kashmir,Perennial,Apple
127.27,69.38,101.51,28.16,43.48,6.79,539.41,Sandy Loam,Andhra Pradesh,Perennial,Grapes
21.31,68.5,18.21,21.86,41.74,6.92,374.88,Sandy Loam,West Bengal,Rabi,Lentil
22.54,44.83,24.75,21.64,36.13,6.37,454.22,Sandy Loam,Madhya Pradesh,Rabi,Lentil
110.44,69.56,54.44,25.95,63.86,6.91,664.57,Red Soil,Maharashtra,Kharif,Cotton
16.47,73.53,34.59,23.7,58.79,6.01,369.58,Alluvial,Himachal Pradesh,Kharif,Kidneybeans
21.38,36.67,18.76,24.23,48.34,6.37,446.93,Loamy,West Bengal,Rabi,Lentil
82.84,40.22,55.88,26.2,77.84,5.79,545.34,Loamy,Uttar Pradesh,Summer,Muskmelon
91.37,42.0,47.68,38.48,70.78,7.02,641.35,Loamy,Maharashtra,Summer,Watermelon
245.73,194.24,510.22,26.31,79.83,6.0,1867.62,Sandy Loam,Maharashtra,Perennial,Papaya
189.1,215.31,470.91,27.7,85.59,6.38,1401.09,Loamy,Maharashtra,Perennial,Papaya
104.53,59.21,32.8,28.02,65.65,5.84,423.53,Loamy,Madhya Pradesh,Rabi,Maize
97.99,44.18,29.45,22.21,99.74,4.82,1096.61,Clayey,Punjab,Kharif,Rice
97.35,51.2,74.51,31.13,67.41,5.12,891.3,Loamy,Maharashtra,Perennial,Orange
48.54,18.98,58.68,27.27,50.14,6.31,738.15,Sandy Loam,Andhra Pradesh,Perennial,Pomegranate
22.51,81.25,37.57,24.37,45.54,6.55,569.77,Loamy,Jammu Kashmir,Kharif,Kidneybeans
21.72,54.98,22.22,18.44,63.33,5.83,675.04,Loamy,Jammu Kashmir,Kharif,Kidneybeans
26.13,48.92,11.75,20.03,40.92,6.86,402.1,Sandy Loam,Madhya Pradesh,Rabi,Lentil
90.8,46.0,136.22,33.39,76.87,5.49,1408.73,Coastal Sandy,Kerala,Perennial,Coconut
14.02,65.27,17.3,22.63,39.15,6.5,368.3,Black Soil,Maharashtra,Rabi,Chickpea
69.19,36.76,57.31,34.77,50.86,5.99,495.35,Alluvial,Punjab,Summer,Muskmelon
93.49,26.66,66.7,25.72,63.18,6.62,737.55,Black Soil,Gujarat,Kharif,Cotton
47.14,29.05,49.26,32.29,79.39,6.62,2011.12,Clayey,Assam,Kharif,Jute
20.64,55.59,22.97,19.04,60.95,6.05,509.99,Loamy,Himachal Pradesh,Kharif,Kidneybeans
79.73,56.4,67.2,27.99,79.16,6.08,714.75,Alluvial,Maharashtra,Kharif,Cotton
55.19,31.33,60.68,32.6,33.5,6.44,255.69,Alluvial,Punjab,Summer,Muskmelon
215.9,45.61,381.6,33.85,64.21,5.97,1595.81,Clayey,Gujarat,Perennial,Banana
121.46,35.78,26.28,27.62,42.86,6.84,536.03,Loamy,Tamil Nadu,Summer,Watermelon
144.82,42.71,195.5,21.19,71.8,5.23,2344.13,Loamy,Tamil Nadu,Perennial,Coffee
22.56,54.92,20.13,27.94,73.91,6.59,582.46,Red Soil,Madhya Pradesh,Kharif,Pigeonpeas
86.24,44.59,79.78,18.61,63.86,5.19,1310.63,Alluvial,Jammu Kashmir,Perennial,Apple
24.56,20.76,19.2,28.48,73.8,6.83,528.52,Alluvial,Andhra Pradesh,Kharif,Mungbean
61.79,68.45,24.93,19.08,60.91,7.97,568.97,Black Soil,Gujarat,Kharif,Cotton
28.57,52.2,25.57,33.31,76.45,5.35,448.71,Black Soil,Maharashtra,Kharif,Pigeonpeas
153.94,175.57,527.79,26.82,73.26,6.27,2050.32,Loamy,Maharashtra,Perennial,Papaya
145.78,37.53,49.03,32.29,78.59,6.79,478.39,Alluvial,Karnataka,Rabi,Maize
68.15,31.1,25.0,24.83,84.48,6.04,1791.76,Clayey,West Bengal,Kharif,Rice
18.76,58.91,16.85,23.0,39.04,6.43,322.99,Loamy,Karnataka,Rabi,Chickpea
70.5,55.13,59.34,20.73,53.54,7.73,934.38,Black Soil,Andhra Pradesh,Kharif,Cotton
65.69,52.39,144.12,18.58,91.29,5.87,1805.03,Forest Soil,Kerala,Perennial,Coffee
43.55,46.15,69.89,19.83,80.39,5.58,927.51,Alluvial,Jammu Kashmir,Perennial,Apple
109.86,52.74,55.17,30.23,55.48,6.19,508.29,Black Soil,Tamil Nadu,Perennial,Grapes
28.91,37.08,17.04,20.91,61.26,6.29,331.17,Sandy Loam,Uttar Pradesh,Rabi,Lentil
19.33,69.49,38.98,16.08,49.71,5.96,499.43,Loamy,Himachal Pradesh,Kharif,Kidneybeans
16.7,48.79,18.53,26.08,33.66,6.14,421.76,Black Soil,Madhya Pradesh,Rabi,Chickpea
125.37,72.61,36.01,23.87,59.96,6.09,511.76,Alluvial,Rajasthan,Kharif,Maize
13.29,35.53,26.79,31.77,74.29,6.99,537.06,Red Soil,Maharashtra,Kharif,Pigeonpeas
197.76,173.62,290.76,29.62,65.09,6.27,1900.86,Loamy,Maharashtra,Perennial,Papaya
24.59,37.17,8.35,17.64,70.36,6.21,405.82,Sandy Loam,Uttar Pradesh,Rabi,Lentil
208.43,53.24,330.35,25.21,75.3,6.61,1562.98,Loamy,Tamil Nadu,Perennial,Banana
104.44,56.82,99.0,34.13,91.74,6.5,598.79,Laterite,Maharashtra,Perennial,Mango
229.14,220.0,423.43,33.99,85.2,6.9,1781.19,Loamy,Andhra Pradesh,Perennial,Papaya
59.26,37.21,31.95,27.99,85.35,5.26,1475.78,Loamy,Tamil Nadu,Kharif,Rice
18.51,59.36,18.51,24.03,34.27,7.06,397.86,Black Soil,Madhya Pradesh,Rabi,Chickpea
81.34,23.82,49.15,26.97,56.42,7.42,630.18,Red Soil,Maharashtra,Perennial,Pomegranate
29.26,56.85,15.16,28.8,65.84,6.26,556.01,Red Soil,Madhya Pradesh,Kharif,Pigeonpeas
10.56,36.61,17.38,32.83,45.7,7.13,259.67,Sandy,Maharashtra,Kharif,Mothbeans
80.38,48.06,76.96,24.14,48.02,6.27,930.67,Alluvial,Rajasthan,Perennial,Orange
65.56,38.08,37.16,29.95,38.9,6.46,275.75,Sandy Loam,Uttar Pradesh,Summer,Muskmelon
99.44,15.9,89.44,20.31,75.15,6.79,1092.99,Alluvial,Uttarakhand,Perennial,Apple
14.78,31.43,21.53,24.24,40.28,6.82,1127.4,Black Soil,Maharashtra,Kharif,Pigeonpeas
104.1,50.21,123.79,25.42,49.43,5.64,865.25,Loamy,Punjab,Perennial,Orange
94.91,80.0,166.41,31.21,60.49,6.82,553.34,Red Soil,Maharashtra,Perennial,Grapes
215.53,143.27,357.39,32.64,80.06,6.52,1215.33,Loamy,Maharashtra,Perennial,Papaya
247.99,156.12,544.46,32.99,86.2,6.51,1086.54,Loamy,Gujarat,Perennial,Papaya
125.9,37.71,50.31,21.61,70.25,6.08,545.95,Loamy,Madhya Pradesh,Kharif,Maize
21.85,48.23,24.21,13.7,63.35,6.91,320.51,Loamy,Uttar Pradesh,Rabi,Lentil
86.69,50.21,38.37,26.49,71.11,6.6,785.69,Sandy Loam,Karnataka,Rabi,Maize
104.67,49.12,118.68,27.18,76.07,5.97,1504.43,Loamy,Madhya Pradesh,Perennial,Orange
71.68,56.51,160.21,24.18,79.3,6.28,2418.74,Coastal Sandy,Kerala,Perennial,Coconut
119.58,42.99,174.04,30.2,67.61,5.67,450.08,Alluvial,Uttar Pradesh,Perennial,Mango
67.0,46.08,45.0,27.44,68.8,6.44,641.99,Sandy Loam,Andhra Pradesh,Summer,Watermelon
61.75,28.0,23.57,30.07,70.82,5.96,1524.97,Alluvial,West Bengal,Kharif,Jute
13.55,85.08,15.4,14.73,62.14,6.13,781.39,Sandy Loam,Himachal Pradesh,Kharif,Kidneybeans
13.62,41.14,22.08,28.25,70.85,7.79,516.07,Alluvial,Maharashtra,Kharif,Blackgram
88.33,32.4,107.18,24.19,64.84,7.14,1185.29,Sandy Loam,Maharashtra,Perennial,Orange
28.04,53.43,15.77,31.7,49.97,6.54,630.96,Loamy,Maharashtra,Summer,Mungbean
324.36,20.58,375.32,26.62,76.16,6.5,1447.08,Clayey,Maharashtra,Perennial,Banana
115.8,74.99,92.5,26.3,69.1,6.78,1618.46,Loamy,Rajasthan,Perennial,Orange
87.45,70.64,181.18,25.77,67.23,6.66,2585.29,Coastal Sandy,Tamil Nadu,Perennial,Coconut
19.52,34.72,20.64,19.97,80.89,6.03,595.73,Alluvial,Maharashtra,Summer,Mungbean
45.63,30.7,54.53,27.87,40.81,6.25,807.37,Red Soil,Andhra Pradesh,Perennial,Pomegranate
57.14,20.74,20.37,25.9,86.45,6.59,1791.36,Alluvial,Odisha,Kharif,Jute
101.88,48.99,66.92,29.58,67.17,6.24,1028.08,Loamy,Andhra Pradesh,Perennial,Mango
80.92,41.08,46.79,31.34,76.66,6.89,436.32,Loamy,Andhra Pradesh,Summer,Watermelon
31.57,25.1,31.75,24.03,61.63,6.15,443.18,Red Soil,Madhya Pradesh,Kharif,Pigeonpeas
140.1,73.43,103.24,21.23,59.23,6.5,739.16,Red Soil,Maharashtra,Perennial,Grapes
70.89,39.78,35.59,25.42,86.32,7.31,1490.9,Alluvial,Assam,Kharif,Jute
28.45,59.9,18.85,28.99,71.69,6.97,483.98,Black Soil,Gujarat,Kharif,Pigeonpeas
97.0,40.52,105.33,17.05,88.82,5.98,1204.71,Alluvial,Jammu Kashmir,Perennial,Apple
22.19,42.79,23.46,32.86,61.24,7.01,668.0,Black Soil,Madhya Pradesh,Kharif,Pigeonpeas
133.35,73.7,26.25,22.3,50.93,6.24,613.1,Sandy Loam,Karnataka,Rabi,Maize
25.58,43.46,16.42,30.17,66.95,7.39,441.19,Loamy,Karnataka,Kharif,Pigeonpeas
23.96,63.63,18.11,24.93,79.68,6.97,672.16,Alluvial,Tamil Nadu,Kharif,Blackgram
94.53,33.88,199.56,28.8,87.33,5.83,2250.58,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
113.34,52.5,110.86,43.64,46.4,5.88,916.94,Laterite,Andhra Pradesh,Perennial,Mango
101.4,40.28,41.71,31.63,93.01,5.41,1385.49,Alluvial,Punjab,Kharif,Rice
87.05,36.45,76.75,33.57,52.72,5.91,572.22,Alluvial,Karnataka,Summer,Watermelon
52.17,34.49,23.76,26.23,88.72,6.69,1552.53,Loamy,Bihar,Kharif,Jute
70.44,27.81,42.08,25.97,44.56,7.02,416.64,Sandy Loam,Maharashtra,Perennial,Pomegranate
139.65,45.16,407.0,25.87,78.8,6.18,1110.72,Alluvial,Tamil Nadu,Perennial,Banana
129.3,93.12,113.87,28.16,41.21,5.73,603.18,Red Soil,Karnataka,Perennial,Grapes
63.24,25.33,48.65,28.95,61.4,6.65,460.54,Loamy,Rajasthan,Summer,Muskmelon
149.33,71.9,197.6,19.85,95.3,5.27,2017.31,Laterite,Karnataka,Perennial,Coffee
15.59,30.01,16.12,24.88,50.79,6.07,398.84,Sandy Loam,Maharashtra,Rabi,Chickpea
113.66,37.89,89.86,16.85,64.0,5.59,1171.94,Mountain Soil,Himachal Pradesh,Perennial,Apple
99.09,38.25,110.82,31.13,66.79,5.85,1221.41,Loamy,Uttar Pradesh,Perennial,Mango
25.32,47.92,30.26,17.87,73.12,6.64,561.02,Black Soil,Gujarat,Kharif,Pigeonpeas
107.2,90.9,34.31,28.05,75.38,6.16,853.91,Alluvial,Madhya Pradesh,Kharif,Maize
124.65,48.12,36.69,29.97,65.26,6.9,710.37,Alluvial,Rajasthan,Kharif,Maize
13.18,72.51,25.96,17.66,29.19,5.7,663.25,Loamy,Jammu Kashmir,Kharif,Kidneybeans
109.33,54.29,38.43,20.31,74.38,8.03,657.85,Loamy,Rajasthan,Kharif,Maize
21.85,60.43,19.5,25.26,46.35,7.35,213.51,Loamy,Rajasthan,Rabi,Chickpea
87.3,42.51,45.19,23.7,89.11,6.24,1018.65,Loamy,Punjab,Kharif,Rice
167.95,74.25,31.39,27.15,71.42,5.9,428.77,Loamy,Rajasthan,Rabi,Maize
141.33,89.74,32.58,17.95,79.01,5.75,368.9,Loamy,Madhya Pradesh,Rabi,Maize
13.62,60.81,12.6,15.01,30.21,6.6,265.15,Sandy Loam,Madhya Pradesh,Rabi,Chickpea
78.18,40.8,25.21,37.41,50.99,6.71,411.65,Sandy Loam,Karnataka,Perennial,Pomegranate
75.16,55.68,52.09,31.07,66.01,7.41,851.27,Black Soil,Maharashtra,Kharif,Cotton
95.11,49.92,39.1,31.87,54.74,6.41,1315.4,Alluvial,Uttar Pradesh,Perennial,Mango
131.78,59.03,227.56,30.81,87.39,6.83,2083.42,Coastal Sandy,Karnataka,Perennial,Coconut
59.7,49.31,117.09,28.81,74.91,6.16,1058.11,Laterite,Karnataka,Perennial,Mango
16.04,66.53,33.54,27.35,56.02,7.62,299.77,Loamy,Karnataka,Rabi,Chickpea
21.77,54.96,21.99,17.99,100.0,6.61,513.9,Alluvial,Karnataka,Summer,Mungbean
172.87,74.65,303.72,30.21,77.09,6.47,1968.61,Loamy,Tamil Nadu,Perennial,Banana
181.41,59.12,302.1,29.76,69.38,6.34,2590.34,Loamy,Maharashtra,Perennial,Banana
20.26,34.69,14.91,24.42,57.83,6.3,341.47,Black Soil,Maharashtra,Kharif,Blackgram
98.36,47.0,41.57,37.12,90.42,6.5,631.15,Black Soil,Telangana,Kharif,Cotton
155.33,36.36,167.24,27.25,61.53,6.82,677.66,Sandy Loam,Andhra Pradesh,Perennial,Grapes
15.24,58.81,16.19,29.65,64.51,6.41,417.02,Alluvial,Maharashtra,Kharif,Blackgram
26.86,58.14,21.57,18.98,61.15,6.08,564.6,Loamy,Jammu Kashmir,Kharif,Kidneybeans
79.16,29.3,55.73,32.8,60.06,6.34,477.83,Sandy Loam,Rajasthan,Summer,Muskmelon
80.6,43.01,47.39,28.69,91.88,6.61,1682.11,Loamy,Tamil Nadu,Kharif,Rice
51.22,49.76,45.07,27.22,70.87,6.74,602.95,Red Soil,Gujarat,Kharif,Cotton
99.34,20.25,51.06,28.05,45.05,7.46,792.1,Black Soil,Gujarat,Kharif,Cotton
93.72,39.38,31.56,29.5,70.94,5.75,1225.51,Alluvial,Andhra Pradesh,Kharif,Rice
18.55,34.82,21.51,25.4,43.48,6.97,318.57,Sandy Loam,West Bengal,Rabi,Lentil
271.32,209.58,334.97,27.55,77.49,6.3,1262.13,Loamy,Gujarat,Perennial,Papaya
18.31,43.32,18.77,37.74,46.5,7.31,431.85,Sandy,Maharashtra,Kharif,Mothbeans
57.04,23.91,60.43,26.83,50.65,6.2,904.89,Sandy Loam,Tamil Nadu,Summer,Watermelon
14.08,54.15,23.9,26.8,69.45,6.83,577.79,Alluvial,Tamil Nadu,Kharif,Blackgram
66.45,31.97,41.62,25.23,95.14,6.21,1250.3,Alluvial,West Bengal,Kharif,Rice
95.09,64.41,235.95,29.73,78.27,6.0,2318.58,Loamy,Andhra Pradesh,Perennial,Coconut
117.49,39.89,183.57,21.27,65.36,6.53,1492.88,Laterite,Karnataka,Perennial,Coffee
182.84,40.0,113.56,22.7,60.42,6.09,1330.71,Laterite,Kerala,Perennial,Coffee
14.89,45.0,20.73,38.44,49.89,7.74,267.2,Sandy,Gujarat,Kharif,Mothbeans
17.58,65.7,39.75,19.28,51.3,5.93,958.01,Loamy,Himachal Pradesh,Kharif,Kidneybeans
61.45,31.95,233.45,29.15,94.45,6.67,1279.35,Loamy,Karnataka,Perennial,Coconut
79.22,19.7,46.69,21.34,55.29,7.12,728.0,Sandy Loam,Andhra Pradesh,Perennial,Pomegranate
67.74,31.4,106.52,19.85,52.51,5.79,1063.93,Mountain Soil,Himachal Pradesh,Perennial,Apple
67.51,38.44,205.87,29.2,67.56,5.9,1774.19,Laterite,Karnataka,Perennial,Coconut
102.45,77.22,84.12,29.04,43.96,6.8,1617.04,Alluvial,Maharashtra,Perennial,Orange
85.79,45.05,55.45,20.31,67.33,5.89,1030.23,Alluvial,Uttarakhand,Perennial,Apple
56.55,28.26,18.21,27.63,56.77,6.83,612.95,Loamy,Uttar Pradesh,Summer,Muskmelon
132.23,59.14,115.92,21.85,72.23,5.77,1029.76,Loamy,Rajasthan,Perennial,Orange
184.45,224.8,383.58,26.7,52.64,7.26,1603.26,Alluvial,Gujarat,Perennial,Papaya
18.71,63.5,38.41,19.38,75.33,7.18,583.51,Loamy,Jammu Kashmir,Kharif,Kidneybeans
117.18,21.73,105.76,21.06,76.73,5.68,1649.77,Forest Soil,Kerala,Perennial,Coffee
19.8,50.2,22.35,20.44,42.32,6.32,433.64,Loamy,Karnataka,Rabi,Chickpea
74.57,54.29,115.69,30.75,51.93,6.55,1209.13,Alluvial,Uttar Pradesh,Perennial,Mango
129.21,62.9,51.03,24.55,71.58,6.9,656.81,Black Soil,Maharashtra,Kharif,Cotton
60.97,37.31,41.09,34.05,56.91,6.84,514.65,Sandy Loam,Karnataka,Perennial,Pomegranate
66.72,50.47,62.53,36.41,64.2,6.44,613.95,Alluvial,Maharashtra,Kharif,Cotton
31.91,49.37,43.25,26.89,61.33,6.39,510.42,Loamy,Jammu Kashmir,Kharif,Kidneybeans
12.01,52.96,25.17,33.75,72.31,5.8,660.48,Alluvial,Rajasthan,Summer,Mungbean
90.19,33.69,56.13,26.03,72.8,7.16,533.9,Alluvial,Punjab,Summer,Muskmelon
21.71,75.89,19.17,19.88,56.82,6.42,401.85,Sandy Loam,Uttar Pradesh,Rabi,Lentil
15.18,39.58,33.76,19.08,69.03,6.35,369.67,Loamy,Uttarakhand,Kharif,Kidneybeans
121.4,39.31,66.95,28.24,48.87,6.11,1236.38,Loamy,Karnataka,Perennial,Mango
130.72,52.65,58.59,25.68,93.4,7.49,896.39,Black Soil,Maharashtra,Kharif,Cotton
17.61,37.38,23.9,24.75,37.95,7.87,233.06,Sandy,Gujarat,Kharif,Mothbeans
142.39,55.41,15.76,18.64,66.04,6.32,799.55,Alluvial,Karnataka,Rabi,Maize
82.22,67.56,32.5,26.09,75.41,5.86,764.76,Loamy,Karnataka,Rabi,Maize
20.3,58.11,20.14,30.08,78.91,7.24,294.0,Loamy,Rajasthan,Kharif,Mungbean
16.51,40.27,13.5,25.21,28.05,7.75,184.1,Arid,Gujarat,Kharif,Mothbeans
